	WT_01	WT_02	WT_03	WT_04	WT_08	WT_14	WT_16	WT_15	WT_30	WT_180	gene_length
b1140	0.153282979212424	0.276510151085972	0.103732982219729	0.08750700384799	0.099762042899458	0.144307212750801	0	0.077836920976179	0.093153687711062	0	1128
b1141	0.351435595317825	0	0.237831118287197	0.200629425066034	0	0	0	0	0	0.836070218620774	246
b1143	2.27503756230961	2.00663266908351	0.513165249322756	0.43289561802071	1.80972734674296	2.8557852080019	1.39587980686777	0.256791557577168	1.22960764986554	0.300594495575464	342
b1144	0.279765211918446	0.807569358225817	0.946702416975432	0.638855418955658	0.182081201817623	0	0	0	0	0.665565369608075	309
b1145	1.15269146183827	1.57127891586196	0.693366933043436	1.53549373757181	0.833544784835065	0.361704034666983	0.707249588170842	0.260217787733004	0.311423502257522	0.152302582260439	675
b1146	0	0.310387635751965	0.291072524841034	0.736628331884517	0.279930154215907	0	0	0	0	0	201
b1147	1.23940484488963	0.894415506761844	0.209689231965883	0.265334265474785	0.100831122885408	0.437560956428826	0	0.157430883057915	0.188410167469777	0.368570192316956	558
b1148	0.254952907894777	0.368035510211225	0.345133029957238	0.145548874420599	0	0	0	0	0	0	339
b1150	0	0	0	0	0	0	0	0	0	0	183
b1153	0	0.106623611959821	0	0	0	0	0	0	0	0	585
b1154	0.137202531308583	0	0	0	0	0	0	0.418263635177864	0	0	630
b1155	0	0.150670580973065	0	0.119193127068751	0.135885692951038	0	0	0.212162713496018	0.507824279508383	0	414
b1156	0.286681533597518	0.103441748759147	0.194009345200577	0.16366228130848	0.093291295616075	0	0	0	0	0	603
b1158	0	0	0	0	0	0	0.171966586782191	0.158221551555415	0	0	555
